id_anuncio	capacidade	nro_quartos	nro_banheiros	regiao_bairro	tipo_acomodacao	avaliacao_media	distancia_ponto_turistico_km	nro_avaliacoes	possui_piscina	possui_estacionamento	possui_wifi	aceita_animais	politica_cancelamento	idioma_anuncio	tempo_resposta_anfitriao_h	preco_diaria
H000908	10	4	2	Ipanema_RJ	espaco_inteiro	4.46	2.39	68	sim	sim	sim	nao	moderada	portugues	8.98	1378.07
H000909	5	3	3	Pinheiros_SP	espaco_inteiro	4.31	0.24	0	nao	sim	sim	nao	flexivel	portugues	1.86	793.9
H000910	2	1	1	Pinheiros_SP	espaco_inteiro	4.33	0.26	130	nao	nao	sim	nao	flexivel	portugues	1.37	768.27
H000911	7	3	2	Pelourinho_Salvador_BA	espaco_inteiro	4.34	2.01	17	nao	sim	sim	nao	moderada	portugues	1.54	690.88
H000912	4	1	1	Savassi_BH_MG	quarto_privativo	4.61	2.87	1	nao	nao	sim	nao	flexivel	portugues	1.51	571.3
H000913	2	1	2	Savassi_BH_MG	quarto_privativo	4.36	5.6	33	nao	sim	sim	nao	rigorosa	portugues	1.2	406.12
H000914	6	4	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.51	5.15	24	nao	sim	sim	nao	moderada	ingles	12.48	757.17
H000915	4	2	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.52	6.46	116	nao	sim	sim	sim	moderada	portugues	1.24	440.13
H000916	4	2	2	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.68	5.76	61	nao	nao	sim	nao	flexivel	ingles	2.67	627.17
H000917	5	1	1	Ipanema_RJ	espaco_inteiro	4.49	0.43	31	nao	sim	sim	nao	rigorosa	portugues	5.81	379.36
H000918	3	3	2	Copacabana_RJ	espaco_inteiro	4.78	7.13	1	sim	sim	sim	nao	moderada	frances	1.18	1367.51
H000919	4	2	1	Pinheiros_SP	espaco_inteiro	4.46	0.56	66	sim	sim	sim	nao	moderada	portugues	5.71	1158.59
H000920	4	2	1	Centro_SP	espaco_inteiro	4.65	3.69	40	nao	nao	sim	sim	moderada	portugues	9.37	468.15
H000921	7	4	3	Ipanema_RJ	espaco_inteiro	4.64	1.76	73	nao	sim	sim	nao	moderada	portugues	2.41	881.93
H000922	3	1	1	Savassi_BH_MG	quarto_privativo	4.53	7.93	61	nao	nao	sim	nao	moderada	portugues	4.48	141.12
H000923	1	1	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.71	8.07	25	nao	sim	sim	nao	moderada	portugues	4.58	351.51
H000924	6	2	2	Centro_SP	espaco_inteiro	4.85	2.45	80	nao	sim	sim	nao	rigorosa	portugues	2.82	1147.47
H000925	9	4	3	Copacabana_RJ	espaco_inteiro	4.82	2.05	1	nao	sim	sim	sim	moderada	frances	0.96	1021.76
H000926	1	1	1	Pinheiros_SP	quarto_privativo	4.88	0.14	38	nao	nao	sim	nao	rigorosa	ingles	15.02	861.65
H000927	3	1	1	Copacabana_RJ	quarto_privativo	4.37	0.41	43	nao	sim	sim	nao	moderada	portugues	1.24	541.34
H000928	1	1	1	Savassi_BH_MG	quarto_privativo	4.25	0.39	47	nao	sim	sim	nao	flexivel	ingles	3.46	398.89
H000929	3	3	2	Centro_SP	espaco_inteiro	4.56	2.66	1	nao	nao	sim	sim	flexivel	portugues	4.89	726.31
H000930	2	1	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.92	6.78	112	nao	sim	sim	sim	flexivel	portugues	2.24	661.8
H000931	4	2	2	Pinheiros_SP	quarto_privativo	4.51	0.73	25	nao	sim	sim	nao	moderada	portugues	3.78	505.06
H000932	10	5	3	Pinheiros_SP	espaco_inteiro	4.39	1.88	0	sim	sim	sim	nao	rigorosa	portugues	3.45	1240.48
H000933	2	1	2	Vila_Madalena_SP	quarto_privativo	4.6	0.85	63	nao	nao	sim	nao	moderada	espanhol	1.68	723.27
H000934	5	2	1	Pelourinho_Salvador_BA	espaco_inteiro	4.79	8.11	169	sim	sim	sim	sim	rigorosa	ingles	1.38	1055.8
H000935	4	2	1	Pelourinho_Salvador_BA	espaco_inteiro	4.31	6.8	0	nao	nao	sim	nao	flexivel	ingles	0.41	673.75
H000936	6	3	3	Copacabana_RJ	espaco_inteiro	4.49	4.01	93	nao	nao	sim	nao	rigorosa	portugues	6.62	976.34
H000937	2	2	2	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.66	0.96	50	nao	sim	sim	nao	flexivel	portugues	15.17	581.15
H000938	3	1	1	Copacabana_RJ	quarto_privativo	4.83	0.58	1	nao	sim	sim	nao	moderada	portugues	4.38	1012.37
H000939	4	1	1	Savassi_BH_MG	quarto_privativo	4.62	0.23	42	nao	nao	sim	nao	flexivel	portugues	6.01	215.84
H000940	8	2	1	Ipanema_RJ	espaco_inteiro	4.85	0.24	142	sim	nao	sim	sim	rigorosa	ingles	3.93	1162.12
H000941	7	3	2	Pinheiros_SP	espaco_inteiro	4.45	0.51	121	nao	nao	sim	nao	rigorosa	portugues	2.57	811.18
H000942	1	1	1	Savassi_BH_MG	quarto_privativo	4.79	8.01	243	nao	sim	sim	nao	flexivel	ingles	2.74	574.57
H000943	4	2	2	Copacabana_RJ	espaco_inteiro	4.74	2.47	82	nao	nao	sim	nao	flexivel	portugues	0.34	795.02
H000944	9	4	2	Vila_Madalena_SP	espaco_inteiro	4.82	1.18	33	nao	nao	sim	sim	moderada	portugues	4.54	951.68
H000945	2	1	2	Vila_Madalena_SP	espaco_inteiro	4.73	2.22	91	sim	nao	sim	nao	flexivel	portugues	1.34	747.97
H000946	4	2	1	Copacabana_RJ	quarto_privativo	4.2	2.3	27	nao	sim	sim	nao	rigorosa	portugues	7.52	423.6
H000947	3	2	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.74	7.23	45	nao	nao	sim	nao	moderada	portugues	3.37	709.55
H000948	3	2	2	Savassi_BH_MG	espaco_inteiro	4.66	1.43	27	nao	nao	sim	nao	rigorosa	ingles	1.21	886.65
H000949	4	1	1	Savassi_BH_MG	quarto_privativo	4.68	0.18	82	nao	nao	sim	nao	rigorosa	portugues	1.23	538.74
H000950	6	2	1	Pinheiros_SP	espaco_inteiro	4.06	1.49	77	nao	nao	sim	nao	moderada	portugues	0.34	662.85
H000951	1	1	1	Centro_SP	quarto_privativo	4.56	2.54	29	nao	nao	sim	nao	rigorosa	portugues	4.01	530.58
H000952	4	2	2	Copacabana_RJ	quarto_privativo	4.39	0.63	106	nao	sim	sim	nao	rigorosa	portugues	1.84	750.17
H000953	6	2	1	Copacabana_RJ	espaco_inteiro	4.51	1.82	130	sim	sim	sim	nao	flexivel	portugues	0.2	1361.94
H000954	5	2	1	Copacabana_RJ	espaco_inteiro	4.62	1.15	33	nao	sim	sim	sim	rigorosa	ingles	0.24	759.1
H000955	1	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.7	7.02	67	nao	nao	nao	nao	moderada	portugues	3.7	617.05
H000956	9	3	3	Savassi_BH_MG	espaco_inteiro	4.94	2.22	135	nao	sim	sim	nao	moderada	espanhol	2.4	1174.38
H000957	1	1	1	Pelourinho_Salvador_BA	quarto_privativo	4.21	0.53	63	nao	nao	sim	nao	moderada	portugues	1.41	383.76
H000958	5	3	3	Centro_SP	espaco_inteiro	4.48	0.1	38	nao	nao	sim	sim	rigorosa	portugues	0.76	810.05
H000959	2	2	1	Centro_SP	espaco_inteiro	4.58	1.37	47	nao	nao	sim	nao	moderada	portugues	2.64	570.86
H000960	6	3	2	Centro_SP	espaco_inteiro	4.25	2.1	33	nao	nao	sim	sim	rigorosa	portugues	1.92	744.74
H000961	1	1	1	Centro_SP	espaco_inteiro	4.52	7.86	109	nao	nao	sim	nao	flexivel	portugues	1.43	356.0
H000962	1	1	1	Vila_Madalena_SP	quarto_privativo	4.72	1.05	100	nao	sim	sim	sim	rigorosa	portugues	0.55	578.09
H000963	3	2	1	Copacabana_RJ	espaco_inteiro	4.19	1.21	26	nao	sim	sim	nao	rigorosa	portugues	8.86	613.75
H000964	1	1	1	Copacabana_RJ	quarto_privativo	4.05	0.41	31	nao	sim	sim	sim	rigorosa	portugues	10.75	510.59
H000965	1	1	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.35	7.25	1	nao	nao	sim	nao	rigorosa	portugues	2.34	282.65
H000966	6	3	2	Vila_Madalena_SP	espaco_inteiro	4.4	2.74	74	nao	sim	sim	nao	flexivel	portugues	2.99	1020.18
H000967	6	3	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.59	15.0	18	nao	sim	sim	nao	flexivel	portugues	2.7	800.74
H000968	2	1	2	Copacabana_RJ	espaco_inteiro	4.11	3.46	184	nao	nao	nao	nao	rigorosa	portugues	3.76	586.49
H000969	7	3	3	Centro_SP	espaco_inteiro	4.84	11.57	24	nao	sim	sim	sim	rigorosa	portugues	0.2	916.96
H000970	7	3	3	Copacabana_RJ	espaco_inteiro	4.82	0.2	0	nao	nao	sim	sim	rigorosa	portugues	9.1	860.51
H000971	6	3	2	Pinheiros_SP	espaco_inteiro	4.65	3.24	17	nao	sim	sim	nao	moderada	portugues	4.67	1021.12
H000972	4	2	1	Ipanema_RJ	quarto_privativo	4.67	0.1	61	nao	nao	sim	nao	moderada	portugues	2.3	996.99
H000973	4	3	3	Ipanema_RJ	espaco_inteiro	4.9	10.87	46	sim	sim	sim	nao	moderada	portugues	2.32	1015.65
H000974	3	2	2	Savassi_BH_MG	quarto_privativo	4.42	2.52	23	nao	nao	sim	nao	flexivel	portugues	1.18	930.76
H000975	7	3	2	Pinheiros_SP	espaco_inteiro	4.65	0.3	44	sim	nao	sim	nao	rigorosa	portugues	1.98	1088.1
H000976	7	4	3	Centro_SP	espaco_inteiro	4.86	0.59	30	nao	sim	sim	nao	moderada	ingles	5.87	1087.82
H000977	2	1	2	Vila_Madalena_SP	quarto_privativo	4.45	4.75	72	nao	sim	sim	nao	moderada	portugues	2.99	487.67
H000978	4	1	1	Vila_Madalena_SP	quarto_privativo	4.69	1.47	19	nao	nao	sim	nao	moderada	portugues	0.87	512.17
H000979	1	1	1	Centro_SP	espaco_inteiro	4.37	0.1	55	nao	sim	sim	nao	rigorosa	portugues	5.02	711.2
H000980	10	4	3	Copacabana_RJ	espaco_inteiro	4.73	2.66	57	nao	nao	sim	nao	rigorosa	frances	9.85	777.9
H000981	4	2	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.48	6.13	47	nao	sim	sim	sim	flexivel	portugues	0.2	731.05
H000982	3	2	2	Pelourinho_Salvador_BA	quarto_privativo	4.65	3.13	66	nao	nao	sim	nao	moderada	portugues	0.2	616.8
H000983	6	3	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.9	0.9	44	sim	sim	sim	nao	moderada	portugues	7.82	1200.37
H000984	10	5	3	Vila_Madalena_SP	espaco_inteiro	4.03	0.4	81	nao	nao	sim	nao	moderada	ingles	1.22	995.42
H000985	2	1	1	Copacabana_RJ	espaco_inteiro	4.91	0.84	47	nao	nao	sim	nao	rigorosa	portugues	2.91	675.98
H000986	5	3	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.14	3.27	112	nao	sim	sim	sim	flexivel	portugues	3.48	846.24
H000987	9	4	2	Pinheiros_SP	espaco_inteiro	4.74	6.95	55	nao	sim	sim	nao	moderada	portugues	2.16	934.24
H000988	1	1	1	Ipanema_RJ	espaco_inteiro	4.33	1.82	107	nao	nao	sim	nao	moderada	portugues	3.61	414.36
H000989	4	3	2	Pinheiros_SP	espaco_inteiro	4.83	0.43	30	nao	nao	sim	nao	moderada	portugues	1.54	1043.9
H000990	2	2	1	Pelourinho_Salvador_BA	quarto_privativo	4.32	4.0	21	nao	nao	sim	nao	moderada	espanhol	8.83	291.93
H000991	6	3	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.72	13.9	81	nao	nao	sim	nao	moderada	ingles	0.5	886.0
H000992	5	2	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.55	1.01	48	nao	nao	nao	nao	flexivel	portugues	3.17	707.64
H000993	4	1	1	Pelourinho_Salvador_BA	quarto_privativo	4.64	0.91	0	nao	nao	sim	nao	flexivel	espanhol	4.87	461.63
H000994	3	1	1	Copacabana_RJ	quarto_privativo	4.77	0.1	26	nao	nao	sim	nao	rigorosa	ingles	3.01	379.8
H000995	3	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.11	3.68	62	nao	sim	sim	nao	rigorosa	portugues	2.0	423.09
H000996	3	1	1	Vila_Madalena_SP	espaco_inteiro	4.09	0.1	45	nao	sim	sim	nao	flexivel	portugues	2.42	504.37
H000997	3	2	2	Boa_Viagem_Recife_PE	quarto_privativo	4.41	15.0	25	nao	nao	sim	nao	flexivel	portugues	0.79	532.04
H000998	2	1	3	Ipanema_RJ	quarto_privativo	4.79	4.09	48	nao	nao	nao	nao	rigorosa	portugues	2.11	946.71
H000999	1	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.72	0.63	54	nao	sim	sim	nao	flexivel	portugues	2.78	682.87
H001000	4	2	1	Pinheiros_SP	espaco_inteiro	4.69	0.49	0	sim	sim	sim	nao	rigorosa	ingles	9.58	1078.61
H001001	7	3	2	Ipanema_RJ	espaco_inteiro	4.79	0.54	105	sim	nao	sim	nao	rigorosa	espanhol	3.61	1224.98
H001002	5	2	2	Vila_Madalena_SP	espaco_inteiro	4.55	0.2	122	sim	nao	sim	nao	flexivel	portugues	3.54	1143.42
H001003	7	4	3	Copacabana_RJ	espaco_inteiro	4.35	2.94	26	nao	sim	sim	sim	flexivel	portugues	0.58	1045.8
H001004	4	1	1	Copacabana_RJ	espaco_inteiro	4.43	2.71	165	nao	nao	sim	nao	rigorosa	portugues	11.22	657.32
H001005	6	3	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.32	1.31	45	nao	sim	sim	sim	flexivel	ingles	0.97	635.47
H001006	3	1	2	Vila_Madalena_SP	espaco_inteiro	4.78	2.69	28	nao	sim	sim	nao	moderada	portugues	2.63	534.95
H001007	3	2	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.46	4.6	28	sim	nao	sim	nao	flexivel	portugues	0.82	880.06
H001008	9	4	2	Pinheiros_SP	espaco_inteiro	4.52	0.71	157	sim	sim	sim	nao	rigorosa	portugues	2.69	1220.17
H001009	6	3	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.47	2.58	19	nao	nao	sim	nao	rigorosa	portugues	2.92	601.78
H001010	2	2	1	Vila_Madalena_SP	espaco_inteiro	4.6	5.87	55	nao	sim	sim	sim	rigorosa	portugues	7.57	584.83
H001011	6	2	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.11	13.45	60	nao	nao	sim	nao	flexivel	portugues	3.64	389.63
H001012	2	2	1	Centro_SP	espaco_inteiro	4.74	7.87	81	nao	sim	sim	sim	moderada	portugues	0.2	382.0
H001013	5	2	2	Vila_Madalena_SP	espaco_inteiro	4.41	0.56	51	nao	nao	sim	sim	rigorosa	ingles	0.2	641.7
H001014	5	3	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.36	3.82	150	nao	nao	sim	nao	flexivel	portugues	16.18	590.49
H001015	9	5	3	Pinheiros_SP	espaco_inteiro	4.65	4.66	169	nao	sim	sim	sim	rigorosa	portugues	1.06	1063.03
H001016	7	2	2	Copacabana_RJ	espaco_inteiro	4.36	0.55	128	nao	nao	sim	nao	rigorosa	portugues	1.1	885.66
H001017	1	1	1	Boa_Viagem_Recife_PE	quarto_privativo	4.38	4.79	64	nao	sim	sim	nao	flexivel	portugues	8.42	345.88
H001018	4	2	1	Savassi_BH_MG	espaco_inteiro	4.29	0.73	93	nao	sim	sim	nao	rigorosa	portugues	0.99	757.16
H001019	2	1	1	Ipanema_RJ	quarto_privativo	4.64	1.53	38	nao	nao	sim	nao	moderada	ingles	0.2	823.1
H001020	3	1	1	Vila_Madalena_SP	quarto_privativo	4.64	2.68	108	nao	nao	sim	nao	flexivel	portugues	5.96	692.15
H001021	5	1	1	Savassi_BH_MG	espaco_inteiro	4.57	15.0	30	nao	nao	sim	nao	flexivel	portugues	8.47	62.92
H001022	5	2	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.41	2.96	22	sim	nao	sim	nao	flexivel	portugues	0.65	788.88
H001023	3	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.83	13.98	21	nao	sim	sim	nao	flexivel	portugues	1.83	581.49
H001024	1	1	1	Centro_SP	quarto_privativo	4.76	8.31	74	nao	sim	sim	sim	flexivel	portugues	4.18	351.28
H001025	2	1	2	Boa_Viagem_Recife_PE	quarto_privativo	4.62	5.16	138	nao	sim	sim	nao	moderada	portugues	1.48	582.93
H001026	8	4	2	Pinheiros_SP	espaco_inteiro	4.69	1.03	145	nao	sim	sim	sim	rigorosa	portugues	5.13	891.3
H001027	5	3	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.12	8.33	0	nao	nao	sim	sim	flexivel	portugues	2.22	403.33
H001028	1	1	1	Pinheiros_SP	espaco_inteiro	4.85	4.63	97	sim	sim	sim	nao	rigorosa	portugues	1.19	913.94
H001029	1	1	1	Asa_Sul_Brasilia_DF	quarto_privativo	4.61	2.07	21	nao	nao	sim	nao	moderada	portugues	3.59	352.04
H001030	5	2	3	Vila_Madalena_SP	espaco_inteiro	4.88	1.54	214	sim	sim	sim	sim	moderada	portugues	24.0	1284.73
H001031	2	1	1	Centro_SP	quarto_privativo	4.72	4.33	1	nao	sim	sim	nao	rigorosa	portugues	3.57	650.64
H001032	4	2	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.64	13.01	0	nao	nao	sim	sim	flexivel	portugues	4.95	247.01
H001033	6	2	2	Centro_SP	espaco_inteiro	4.24	2.92	99	nao	sim	sim	nao	flexivel	ingles	0.29	472.17
H001034	5	4	2	Savassi_BH_MG	espaco_inteiro	4.36	4.57	36	nao	nao	sim	nao	flexivel	portugues	1.15	714.55
H001035	3	2	2	Vila_Madalena_SP	espaco_inteiro	4.54	7.56	34	sim	nao	sim	nao	moderada	portugues	8.94	985.25
H001036	6	2	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.62	9.7	25	nao	nao	sim	sim	moderada	portugues	2.13	231.25
H001037	1	1	1	Pinheiros_SP	quarto_privativo	4.16	0.31	29	nao	nao	sim	nao	flexivel	portugues	0.83	440.78
H001038	7	4	3	Vila_Madalena_SP	espaco_inteiro	4.67	1.92	102	sim	nao	sim	nao	moderada	portugues	1.88	971.99
H001039	8	4	4	Vila_Madalena_SP	espaco_inteiro	4.66	5.3	21	nao	sim	nao	nao	rigorosa	frances	0.2	905.0
H001040	5	3	3	Copacabana_RJ	espaco_inteiro	4.83	1.22	44	nao	nao	sim	nao	rigorosa	portugues	1.69	952.05
H001041	4	2	1	Ipanema_RJ	espaco_inteiro	4.41	2.09	19	nao	sim	sim	nao	rigorosa	portugues	6.93	869.72
H001042	1	1	1	Boa_Viagem_Recife_PE	quarto_privativo	4.65	12.58	53	nao	sim	sim	nao	moderada	portugues	11.64	206.15
H001043	5	3	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.37	3.65	34	sim	nao	sim	nao	moderada	espanhol	4.22	856.61
H001044	3	2	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.3	6.97	69	sim	nao	sim	nao	moderada	portugues	13.75	901.48
H001045	5	1	1	Ipanema_RJ	espaco_inteiro	4.66	0.23	76	nao	nao	sim	nao	moderada	ingles	5.06	665.46
H001046	4	2	1	Pinheiros_SP	espaco_inteiro	4.58	1.89	139	nao	nao	sim	nao	moderada	portugues	1.4	767.25
H001047	4	2	2	Copacabana_RJ	espaco_inteiro	4.7	0.45	204	sim	nao	sim	nao	flexivel	espanhol	0.2	1279.15
H001048	7	3	2	Pelourinho_Salvador_BA	espaco_inteiro	4.23	5.21	28	nao	nao	nao	sim	moderada	portugues	3.67	796.9
H001049	4	2	2	Savassi_BH_MG	espaco_inteiro	4.88	1.53	82	sim	sim	sim	nao	moderada	espanhol	8.26	1334.11
H001050	6	3	3	Copacabana_RJ	espaco_inteiro	4.63	0.41	33	sim	sim	sim	nao	flexivel	ingles	4.65	1051.19
H001051	5	3	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.31	3.3	74	nao	sim	sim	nao	flexivel	ingles	1.82	828.82
H001052	3	2	1	Copacabana_RJ	quarto_privativo	4.72	2.85	72	nao	nao	sim	nao	rigorosa	espanhol	4.34	888.84
H001053	2	1	2	Pinheiros_SP	quarto_privativo	4.98	4.35	70	nao	sim	sim	nao	moderada	portugues	1.99	860.58
H001054	1	1	1	Copacabana_RJ	espaco_inteiro	4.33	0.47	87	nao	sim	sim	nao	moderada	portugues	2.34	429.0
H001055	5	3	3	Pinheiros_SP	espaco_inteiro	4.25	0.5	56	nao	sim	sim	nao	flexivel	portugues	7.73	684.66
H001056	4	2	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.31	15.0	36	nao	nao	sim	nao	flexivel	portugues	1.83	574.59
H001057	3	2	1	Savassi_BH_MG	quarto_privativo	4.94	3.62	53	nao	sim	sim	nao	moderada	portugues	1.71	875.28
H001058	3	1	1	Copacabana_RJ	espaco_inteiro	4.59	0.91	194	nao	sim	sim	nao	flexivel	portugues	5.16	756.42
H001059	2	1	1	Centro_SP	espaco_inteiro	4.76	1.05	31	nao	sim	sim	sim	flexivel	portugues	9.61	674.14
H001060	6	2	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.24	5.74	39	nao	sim	sim	nao	rigorosa	ingles	1.5	521.75
H001061	1	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.55	2.0	26	nao	sim	sim	sim	moderada	ingles	3.12	540.55
H001062	4	1	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.36	3.59	0	nao	nao	sim	nao	moderada	portugues	5.34	335.31
H001063	4	2	2	Pinheiros_SP	espaco_inteiro	4.48	0.1	47	nao	sim	sim	nao	rigorosa	portugues	1.88	709.73
H001064	2	2	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.66	0.75	78	sim	sim	sim	sim	flexivel	ingles	2.69	864.74
H001065	4	2	1	Pinheiros_SP	quarto_privativo	4.85	0.25	22	nao	nao	sim	nao	moderada	portugues	2.17	1005.36
H001066	3	2	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.74	2.52	125	sim	nao	sim	nao	flexivel	portugues	3.1	835.46
H001067	6	3	2	Vila_Madalena_SP	espaco_inteiro	4.0	1.72	68	nao	sim	sim	nao	flexivel	portugues	11.29	685.37
H001068	3	2	1	Boa_Viagem_Recife_PE	quarto_privativo	4.57	1.84	102	nao	sim	sim	nao	flexivel	portugues	1.48	567.93
H001069	3	3	2	Ipanema_RJ	espaco_inteiro	4.44	0.45	63	sim	nao	sim	sim	rigorosa	portugues	7.04	1151.67
H001070	7	4	3	Vila_Madalena_SP	espaco_inteiro	4.17	1.24	43	nao	nao	sim	sim	flexivel	portugues	4.46	705.9
H001071	5	3	2	Savassi_BH_MG	espaco_inteiro	4.5	11.49	37	nao	sim	sim	nao	flexivel	portugues	3.25	538.79
H001072	5	2	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.68	3.04	61	sim	nao	sim	sim	moderada	ingles	11.54	930.72
H001073	3	3	2	Vila_Madalena_SP	espaco_inteiro	4.59	0.49	65	nao	sim	sim	nao	moderada	espanhol	6.73	982.26
H001074	5	2	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.58	1.48	33	nao	sim	sim	nao	moderada	portugues	3.33	725.76
H001075	3	2	2	Savassi_BH_MG	espaco_inteiro	4.68	2.18	43	nao	sim	sim	nao	flexivel	espanhol	0.74	609.76
H001076	5	2	1	Pinheiros_SP	espaco_inteiro	4.67	0.1	170	nao	nao	sim	nao	rigorosa	portugues	1.53	1022.56
H001077	4	1	2	Centro_SP	quarto_privativo	4.71	1.95	54	nao	sim	sim	nao	rigorosa	portugues	5.15	383.58
H001078	3	1	1	Vila_Madalena_SP	quarto_privativo	4.75	1.11	59	sim	sim	sim	nao	moderada	portugues	3.31	774.45
H001079	4	2	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.76	12.86	143	nao	sim	sim	nao	rigorosa	portugues	7.46	760.06
H001080	2	1	1	Pinheiros_SP	quarto_privativo	4.25	4.5	66	nao	sim	sim	nao	moderada	portugues	14.12	359.06
H001081	2	1	1	Copacabana_RJ	espaco_inteiro	4.74	1.55	49	nao	sim	sim	nao	flexivel	espanhol	2.76	425.96
H001082	4	2	2	Savassi_BH_MG	quarto_privativo	4.6	2.39	100	nao	sim	sim	nao	flexivel	portugues	7.82	592.56
H001083	7	4	3	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.91	1.27	85	nao	nao	sim	nao	flexivel	portugues	0.32	1130.47
H001084	1	1	1	Savassi_BH_MG	quarto_privativo	4.78	2.33	60	nao	sim	sim	nao	rigorosa	portugues	1.77	158.74
H001085	5	2	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.41	0.39	63	nao	sim	sim	nao	flexivel	portugues	6.78	445.89
H001086	4	2	3	Asa_Sul_Brasilia_DF	espaco_inteiro	4.46	1.12	39	sim	nao	sim	nao	flexivel	portugues	0.51	935.75
H001087	1	1	1	Pelourinho_Salvador_BA	quarto_privativo	4.75	3.61	18	nao	sim	sim	nao	rigorosa	portugues	1.99	620.54
H001088	1	1	1	Pelourinho_Salvador_BA	quarto_privativo	4.7	15.0	77	nao	sim	sim	sim	flexivel	portugues	3.41	602.91
H001089	2	1	1	Vila_Madalena_SP	quarto_privativo	4.7	3.76	1	nao	nao	sim	nao	rigorosa	portugues	17.28	472.4
H001090	1	1	1	Vila_Madalena_SP	quarto_privativo	4.48	3.66	19	nao	nao	sim	nao	moderada	portugues	8.6	229.89
H001091	2	1	2	Copacabana_RJ	espaco_inteiro	4.53	2.07	42	sim	sim	sim	nao	rigorosa	espanhol	2.4	900.47
H001092	6	2	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.28	15.0	39	nao	sim	sim	nao	flexivel	portugues	2.64	721.5
H001093	4	2	1	Pinheiros_SP	espaco_inteiro	4.19	0.82	83	nao	sim	sim	nao	rigorosa	ingles	0.22	730.31
H001094	1	1	2	Pinheiros_SP	quarto_privativo	4.73	0.25	98	nao	sim	sim	nao	moderada	frances	0.43	658.53
H001095	1	1	1	Centro_SP	espaco_inteiro	4.59	0.86	186	nao	nao	sim	sim	rigorosa	portugues	15.43	417.81
H001096	2	1	2	Vila_Madalena_SP	quarto_privativo	4.54	0.1	0	nao	nao	sim	nao	rigorosa	portugues	0.91	368.51
H001097	4	2	1	Copacabana_RJ	quarto_privativo	4.49	1.2	70	nao	sim	sim	nao	rigorosa	portugues	5.45	1135.0
H001098	2	2	2	Pelourinho_Salvador_BA	espaco_inteiro	4.33	7.21	68	sim	sim	sim	nao	flexivel	ingles	0.55	865.57
H001099	3	2	1	Savassi_BH_MG	espaco_inteiro	4.55	2.24	62	nao	sim	sim	nao	moderada	portugues	0.81	1046.41
H001100	3	1	1	Copacabana_RJ	quarto_privativo	4.67	3.04	77	nao	sim	sim	nao	rigorosa	portugues	0.91	738.41
H001101	3	1	1	Ipanema_RJ	espaco_inteiro	4.37	1.49	88	nao	sim	sim	nao	rigorosa	portugues	0.79	566.32
H001102	8	4	3	Pinheiros_SP	espaco_inteiro	4.84	0.5	128	sim	sim	sim	nao	rigorosa	ingles	0.88	1125.57
H001103	1	1	1	Pelourinho_Salvador_BA	quarto_privativo	4.48	2.58	63	nao	nao	sim	nao	moderada	portugues	2.16	283.84
H001104	1	1	1	Pelourinho_Salvador_BA	espaco_inteiro	4.72	0.18	154	sim	nao	sim	nao	flexivel	portugues	9.32	679.21
